priority_score,tax_delinquent,occupancy,property_address,unit,property_type,owner_name,owner_type,mailing_address,mailing_city,mailing_state,mailing_zip,foreign_address_hint,estate_or_heirs,life_estate,trust,corporate,care_of_mailing,et_al_multiple_owners,owner_next_door,likely_inherited,last_sale_date,last_sale_price,last_sale_type,years_since_last_sale,deed_book,deed_page,assessed_total,assessed_land,assessed_building,year_built,style,units,living_area_sqft,lot_size_sqft,zoning,parcel_id,use_code,use_description,tax_delinquent_detail,tax_delinquent_source,lat,lon,map_link,loc_id,data_vintage
4,,absentee - owner elsewhere in Belmont,18-24 POND ST UNIT 24,24,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,360000,0,360000,1963,Condo,1,1384,,7,39-3-24,102,Residential Condominium,,,42.398047,-71.158899,"https://maps.google.com/?q=42.398047,-71.158899",F_748282_2970254,CY24_FY24
4,,absentee - owner elsewhere in Belmont,19 HILL RD UNIT 19,19,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-26-19,102,Residential Condominium,,,42.396817,-71.158324,"https://maps.google.com/?q=42.396817,-71.158324",F_748458_2969815,CY24_FY24
4,,absentee - owner elsewhere in Belmont,19 WINSLOW RD,,Two-family,KIMIFER PROPERTIES LLC,LLC / corporate,71 OLIVER RD,BELMONT,MA,02478,,,,,YES,,,,,2022-03-16,1,nominal / non-arms-length transfer,4,79832,42,1202000,795000,394000,1938,Old Style,2,2367,5354,7,12-45,104,Two-Family Residential,,,42.383216,-71.17806,"https://maps.google.com/?q=42.383216,-71.17806",F_743147_2964837,CY24_FY24
4,,absentee - owner elsewhere in Belmont,197-199 WHITE ST,,Two-family,BELCP LLC,LLC / corporate,56 JUNIPER RD,BELMONT,MA,02478,,,,,YES,,,,,2016-05-20,1,nominal / non-arms-length transfer,10,67286,250,1157000,663000,487000,1925,Old Style,2,3071,4982,7,15-182,104,Two-Family Residential,,,42.382372,-71.187684,"https://maps.google.com/?q=42.382372,-71.187684",F_740545_2964519,CY24_FY24
4,,absentee - elsewhere in MA,20-22 BENJAMIN RD,,Two-family,GRIHAM LLC,LLC / corporate,24 PARKER ST,LEXINGTON,MA,02421,,,,,YES,,,,,1978-09-01,77500,market sale,48,13530,598,1441000,731000,710000,1925,Old Style,2,2774,3825,7,26-6,104,Two-Family Residential,,,42.389584,-71.178957,"https://maps.google.com/?q=42.389584,-71.178957",F_742894_2967156,CY24_FY24
4,,absentee - elsewhere in MA (PO Box),20-22 CROSS ST,,Two-family,RPZ REALTY SERIES LLC,LLC / corporate,PO BOX 35309,BRIGHTON,MA,02135,,,,,YES,,,,,1994-11-08,225000,market sale,32,24980,488,997000,665000,323000,1937,Old Style,2,2258,5040,10,34-116,104,Two-Family Residential,,,42.397262,-71.173521,"https://maps.google.com/?q=42.397262,-71.173521",F_744352_2969962,CY24_FY24
4,,absentee - owner elsewhere in Belmont,20-22 LORING ST,,Two-family,PQ REALTY LLC,LLC / corporate,415 MARSH ST,BELMONT,MA,02478,,,,,YES,,,,,2018-05-18,1,nominal / non-arms-length transfer,8,1526,122,1036000,739000,296000,1920,Old Style,2,1822,3998,7,15-62,104,Two-Family Residential,,,42.383221,-71.186478,"https://maps.google.com/?q=42.383221,-71.186478",F_740872_2964831,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21 HILL RD UNIT 21,21,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-26-21,102,Residential Condominium,,,42.396817,-71.158324,"https://maps.google.com/?q=42.396817,-71.158324",F_748458_2969815,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21 TROY RD,,Single family,21 TROY ROAD LIMITED PARTNERSHIP,LLC / corporate,64 FLETCHER RD,BELMONT,MA,02478,,,,,YES,,,,,2002-11-29,1,nominal / non-arms-length transfer,24,37212,23,1085000,916000,169000,1950,Cape Cod,1,1152,9435,10,38-27,101,Single Family Residential,,,42.39714,-71.160919,"https://maps.google.com/?q=42.39714,-71.160919",F_747756_2969929,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21-27 POND ST UNIT 21,21,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-15-21,102,Residential Condominium,,,42.397762,-71.158479,"https://maps.google.com/?q=42.397762,-71.158479",F_748412_2970163,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21-27 POND ST UNIT 23,23,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-15-23,102,Residential Condominium,,,42.397762,-71.158479,"https://maps.google.com/?q=42.397762,-71.158479",F_748412_2970163,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21-27 POND ST UNIT 25,25,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-15-25,102,Residential Condominium,,,42.397762,-71.158479,"https://maps.google.com/?q=42.397762,-71.158479",F_748412_2970163,CY24_FY24
4,,absentee - owner elsewhere in Belmont,21-27 POND ST UNIT 27,27,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-15-27,102,Residential Condominium,,,42.397762,-71.158479,"https://maps.google.com/?q=42.397762,-71.158479",F_748412_2970163,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22 VALE RD UNIT 22,22,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-22,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22-24 HOLDEN RD,,Two-family,LUNA PROPERTIES LLC,LLC / corporate,136 FLETCHER RD,BELMONT,MA,02478,,,,,YES,,,,,1998-05-12,1,nominal / non-arms-length transfer,28,28563,397,1079000,781000,289000,1927,Old Style,2,2588,5000,7,26-129,104,Two-Family Residential,,,42.387232,-71.180154,"https://maps.google.com/?q=42.387232,-71.180154",F_742574_2966298,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22-28 HILL RD UNIT 22,22,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,331,352000,0,352000,1963,Condo,1,1430,,7,39-20-22,102,Residential Condominium,,,42.397564,-71.158146,"https://maps.google.com/?q=42.397564,-71.158146",F_748503_2970091,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22-28 HILL RD UNIT 24,24,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-20-24,102,Residential Condominium,,,42.397564,-71.158146,"https://maps.google.com/?q=42.397564,-71.158146",F_748503_2970091,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22-28 HILL RD UNIT 26,26,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-20-26,102,Residential Condominium,,,42.397564,-71.158146,"https://maps.google.com/?q=42.397564,-71.158146",F_748503_2970091,CY24_FY24
4,,absentee - owner elsewhere in Belmont,22-28 HILL RD UNIT 28,28,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-20-28,102,Residential Condominium,,,42.397564,-71.158146,"https://maps.google.com/?q=42.397564,-71.158146",F_748503_2970091,CY24_FY24
4,,absentee - owner elsewhere in Belmont,23 HILL RD UNIT 23,23,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-23,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - elsewhere in MA (PO Box),23-25 FOSTER RD,,Two-family,RPZ REALTY LAND TRUST LLC TRS,LLC / corporate,PO BOX 35130,BRIGHTON,MA,02135,,,,YES,YES,,,,,2010-09-29,685000,market sale,16,55484,369,1478000,1000000,470000,1928,Old Style,2,2896,7017,7,10-143,104,Two-Family Residential,,,42.381122,-71.159781,"https://maps.google.com/?q=42.381122,-71.159781",F_748087_2964093,CY24_FY24
4,,absentee - elsewhere in MA,235-237 WHITE ST,,Two-family,MORWENNA LLC,LLC / corporate,32 MEAD STREET UNIT 1,CHARLESTOWN,MA,02129,,,,,YES,,,,,1984-09-14,0,nominal / non-arms-length transfer,42,15783,414,940000,644000,292000,1910,Old Style,2,2434,4425,7,15-150,104,Two-Family Residential,,,42.380836,-71.187412,"https://maps.google.com/?q=42.380836,-71.187412",F_740621_2963960,CY24_FY24
4,,absentee - owner elsewhere in Belmont,24 LORING ST,,Single family,PQ REALTY LLC,LLC / corporate,415 MARSH,BELMONT,MA,02478,,,,,YES,,,,,2001-11-01,1,nominal / non-arms-length transfer,25,1244,98,927000,739000,188000,1953,Bungalow,1,1032,4000,7,15-63,101,Single Family Residential,,,42.383269,-71.186305,"https://maps.google.com/?q=42.383269,-71.186305",F_740918_2964848,CY24_FY24
4,,absentee - elsewhere in MA,24 PAYSON RD,,Apartments (4-8 units),24 PAYSON ROAD LLC,LLC / corporate,87 CEDAR ST,LEXINGTON,MA,02421,,,,,YES,,,,,1991-07-22,150000,market sale,35,21301,254,1787000,1092000,679000,1935,Colonial,4,4172,23144,7,6-166,111,Apartments with Four to Eight Units,,,42.382909,-71.17401,"https://maps.google.com/?q=42.382909,-71.17401",F_744239_2964732,CY24_FY24
4,,absentee - owner elsewhere in Belmont,24 VALE RD UNIT 24,24,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-24,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,25 FALMOUTH ST,,Apartments (4-8 units),25 FALMOUTH LLC,LLC / corporate,60 LONG AVE,BELMONT,MA,02478,,,,,YES,,,,,2013-10-09,1,nominal / non-arms-length transfer,13,62759,531,2009000,1457000,552000,1911,Old Style,6,6750,5939,7,2-53,111,Apartments with Four to Eight Units,,,42.3778,-71.160262,"https://maps.google.com/?q=42.3778,-71.160262",F_747961_2962883,CY24_FY24
4,,absentee - owner elsewhere in Belmont,25 HILL RD UNIT 25,25,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-25,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,26-32 POND ST UNIT 26,26,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-4-26,102,Residential Condominium,,,42.398226,-71.158616,"https://maps.google.com/?q=42.398226,-71.158616",F_748360_2970324,CY24_FY24
4,,absentee - owner elsewhere in Belmont,26-32 POND ST UNIT 28,28,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-4-28,102,Residential Condominium,,,42.398226,-71.158616,"https://maps.google.com/?q=42.398226,-71.158616",F_748360_2970324,CY24_FY24
4,,absentee - owner elsewhere in Belmont,26-32 POND ST UNIT 30,30,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-4-30,102,Residential Condominium,,,42.398226,-71.158616,"https://maps.google.com/?q=42.398226,-71.158616",F_748360_2970324,CY24_FY24
4,,absentee - owner elsewhere in Belmont,26-32 POND ST UNIT 32,32,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-4-32,102,Residential Condominium,,,42.398226,-71.158616,"https://maps.google.com/?q=42.398226,-71.158616",F_748360_2970324,CY24_FY24
4,,absentee - owner elsewhere in Belmont,27 HILL RD UNIT 27,27,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-27,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,27 LAMOINE ST,,Single family,TL LAMOINE LLC,LLC / corporate,10 ADAMS ST,BELMONT,MA,02478,,,,,YES,,,,,2022-09-30,1,nominal / non-arms-length transfer,4,80777,242,1072000,775000,295000,1957,Garrison,1,1344,4839,10,53-13,101,Single Family Residential,,,42.409902,-71.179342,"https://maps.google.com/?q=42.409902,-71.179342",F_742761_2974563,CY24_FY24
4,,absentee - owner elsewhere in Belmont,27-29 WALNUT ST,,Two-family,FREEHOLD LLC,LLC / corporate,57 RALEIGH RD,BELMONT,MA,02478,,,,,YES,,,,,2023-03-28,1,nominal / non-arms-length transfer,3,81370,67,1177000,729000,440000,1918,Old Style,2,2497,3780,7,14-168,104,Two-Family Residential,,,42.384429,-71.184217,"https://maps.google.com/?q=42.384429,-71.184217",F_741481_2965272,CY24_FY24
4,,absentee - owner elsewhere in Belmont,270 SOMERSET ST,,Single family,BELCP LLC,LLC / corporate,56 JUNIPER RD,BELMONT,MA,02478,,,,,YES,,,,,2007-09-28,10,nominal / non-arms-length transfer,19,1345,11,1998000,1402000,596000,1964,Colonial,1,2800,40337,8,63-4,101,Single Family Residential,,,42.400914,-71.186429,"https://maps.google.com/?q=42.400914,-71.186429",F_740862_2971272,CY24_FY24
4,,absentee - owner elsewhere in Belmont,287 WASHINGTON ST,,Single family,BELCP LLC,LLC / corporate,56 JUNIPER RD,BELMONT,MA,02478,,,,,YES,,,,,2016-05-20,1,nominal / non-arms-length transfer,10,67286,246,1216000,877000,339000,1949,Cape Cod,1,1433,6323,10,9-152,101,Single Family Residential,,,42.386295,-71.161632,"https://maps.google.com/?q=42.386295,-71.161632",F_747580_2965975,CY24_FY24
4,,absentee - owner elsewhere in Belmont,29 HILL RD UNIT 29,29,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-29,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - elsewhere in MA,29-31 FOSTER RD,,Two-family,RPZ TR REALTY LAND TRUST LLC,LLC / corporate,455 WASHINGTON ST,BRIGHTON,MA,02135,,,,YES,YES,,,,,2019-09-26,1100000,market sale,7,73352,114,1220000,1003000,209000,1928,Old Style,2,2946,7084,7,10-142,104,Two-Family Residential,,,42.380961,-71.159801,"https://maps.google.com/?q=42.380961,-71.159801",F_748082_2964035,CY24_FY24
4,,absentee - owner elsewhere in Belmont,29-35 POND ST UNIT 29,29,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-14-29,102,Residential Condominium,,,42.397932,-71.158189,"https://maps.google.com/?q=42.397932,-71.158189",F_748488_2970223,CY24_FY24
4,,absentee - owner elsewhere in Belmont,29-35 POND ST UNIT 31,31,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-14-31,102,Residential Condominium,,,42.397932,-71.158189,"https://maps.google.com/?q=42.397932,-71.158189",F_748488_2970223,CY24_FY24
4,,absentee - owner elsewhere in Belmont,29-35 POND ST UNIT 33,33,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-14-33,102,Residential Condominium,,,42.397932,-71.158189,"https://maps.google.com/?q=42.397932,-71.158189",F_748488_2970223,CY24_FY24
4,,absentee - owner elsewhere in Belmont,29-35 POND ST UNIT 35,35,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-14-35,102,Residential Condominium,,,42.397932,-71.158189,"https://maps.google.com/?q=42.397932,-71.158189",F_748488_2970223,CY24_FY24
4,,absentee - owner elsewhere in Belmont,30-36 HILL RD UNIT 30,30,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-21-30,102,Residential Condominium,,,42.39771,-71.157831,"https://maps.google.com/?q=42.39771,-71.157831",F_748588_2970144,CY24_FY24
4,,absentee - owner elsewhere in Belmont,30-36 HILL RD UNIT 32,32,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-21-32,102,Residential Condominium,,,42.39771,-71.157831,"https://maps.google.com/?q=42.39771,-71.157831",F_748588_2970144,CY24_FY24
4,,absentee - owner elsewhere in Belmont,30-36 HILL RD UNIT 34,34,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-21-34,102,Residential Condominium,,,42.39771,-71.157831,"https://maps.google.com/?q=42.39771,-71.157831",F_748588_2970144,CY24_FY24
4,,absentee - owner elsewhere in Belmont,30-36 HILL RD UNIT 36,36,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,352000,0,352000,1963,Condo,1,1430,,7,39-21-36,102,Residential Condominium,,,42.39771,-71.157831,"https://maps.google.com/?q=42.39771,-71.157831",F_748588_2970144,CY24_FY24
4,,absentee - owner elsewhere in Belmont,300 COMMON ST,,Single family,HILLSBOROUGH ASSET MANAGEMENT LLC,LLC / corporate,14 LAWNDALE ST,BELMONT,MA,02478,,,,,YES,,,,,2017-05-17,1,nominal / non-arms-length transfer,9,69290,280,1533000,1051000,469000,1927,Colonial,1,2496,8582,10,18-139,101,Single Family Residential,,,42.386421,-71.174622,"https://maps.google.com/?q=42.386421,-71.174622",F_744068_2966007,CY24_FY24
4,,absentee - owner elsewhere in Belmont,306 CHANNING RD,,Single family,FOURTEEN TRAPELO RD LIMITED PARTNERSHIP,LLC / corporate,64 FLETCHER RD,BELMONT,MA,02478,,,,,YES,,,,,1997-03-05,1,nominal / non-arms-length transfer,29,27112,409,1394000,873000,511000,1971,Split-Level,1,1943,7775,10,38-33-A,101,Single Family Residential,,,42.396808,-71.161071,"https://maps.google.com/?q=42.396808,-71.161071",F_747716_2969808,CY24_FY24
4,,absentee - elsewhere in MA (PO Box),31 FIELDMONT RD,,Single family,EMERSON REALTY INC,LLC / corporate,P O BOX 541515,WALTHAM,MA,02454,,,,,YES,,,,,1996-01-10,885000,market sale,30,1150,140,4423000,1485000,2887000,1940,Colonial,1,4746,29739,9,49-7,101,Single Family Residential,,,42.405337,-71.173588,"https://maps.google.com/?q=42.405337,-71.173588",F_744326_2972903,CY24_FY24
4,,absentee - owner elsewhere in Belmont,31 HILL RD UNIT 31,31,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,274000,0,274000,1963,Condo,1,1597,,7,39-25-31,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - elsewhere in MA,31 PAYSON RD,,Two-family,RHMB LLC,LLC / corporate,106 SIMON WILLARD RD,CONCORD,MA,01742,,,,,YES,,,,,1969-05-15,0,nominal / non-arms-length transfer,57,11678,491,1337000,845000,481000,1923,Old Style,2,2752,8307,7,6-184,104,Two-Family Residential,,,42.382245,-71.173901,"https://maps.google.com/?q=42.382245,-71.173901",F_744268_2964492,CY24_FY24
4,,absentee - owner elsewhere in Belmont,33 HILL RD UNIT 33,33,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,274000,0,274000,1963,Condo,1,1597,,7,39-25-33,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,34-40 POND ST UNIT 34,34,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-5-34,102,Residential Condominium,,,42.398412,-71.158329,"https://maps.google.com/?q=42.398412,-71.158329",F_748436_2970390,CY24_FY24
4,,absentee - owner elsewhere in Belmont,34-40 POND ST UNIT 36,36,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-5-36,102,Residential Condominium,,,42.398412,-71.158329,"https://maps.google.com/?q=42.398412,-71.158329",F_748436_2970390,CY24_FY24
4,,absentee - owner elsewhere in Belmont,34-40 POND ST UNIT 38,38,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-5-38,102,Residential Condominium,,,42.398412,-71.158329,"https://maps.google.com/?q=42.398412,-71.158329",F_748436_2970390,CY24_FY24
4,,absentee - owner elsewhere in Belmont,34-40 POND ST UNIT 40,40,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,362000,0,362000,1963,Condo,1,1398,,7,39-5-40,102,Residential Condominium,,,42.398412,-71.158329,"https://maps.google.com/?q=42.398412,-71.158329",F_748436_2970390,CY24_FY24
4,,absentee - owner elsewhere in Belmont,346 CROSS ST,,Single family,EMMA REALTY LLC,LLC / corporate,16 STATLER RD,BELMONT,MA,02478,,,,,YES,,,,,2010-09-27,1,nominal / non-arms-length transfer,16,55455,327,1149000,720000,429000,1937,Colonial,1,1872,6907,10,45-4,101,Single Family Residential,,,42.403267,-71.160438,"https://maps.google.com/?q=42.403267,-71.160438",F_747876_2972165,CY24_FY24
4,,absentee - owner elsewhere in Belmont,35 HILL RD UNIT 35,35,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-35,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - owner elsewhere in Belmont,37 HILL RD UNIT 37,37,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,258000,0,258000,1963,Condo,1,1390,,7,39-25-37,102,Residential Condominium,,,42.396896,-71.157899,"https://maps.google.com/?q=42.396896,-71.157899",F_748573_2969844,CY24_FY24
4,,absentee - elsewhere in MA,37 SUMMIT RD UNIT 15,15,Condominium,MARE PROPERTIES LLC,LLC / corporate,10 UNION ST SUITE 2B,NATICK,MA,01760,,,,,YES,,,,,1980-10-01,1,nominal / non-arms-length transfer,46,14084,272,1594000,0,1594000,2005,Condo,1,2779,,8,59-11-2-15,102,Residential Condominium,,,42.397679,-71.19228,"https://maps.google.com/?q=42.397679,-71.19228",F_739335_2970091,CY24_FY24
4,,absentee - owner elsewhere in Belmont,37-43 POND ST UNIT 37,37,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,361000,0,361000,1963,Condo,1,1391,,7,39-13-37,102,Residential Condominium,,,42.398111,-71.157911,"https://maps.google.com/?q=42.398111,-71.157911",F_748556_2970284,CY24_FY24
